_id,SUBSCRIPTION_DATE,SUBSCRIPTION_COUNTY,SUBSCRIBER_DOMESTIC_FOREIGN,LONGITUDE,LATITUDE,NUMBER_OF_SUBSCRIBER
7899,2018-10-06,BAĞCILAR,Yerli,28.870054,41.033384,9
7900,2019-07-21,BEYKOZ,Yerli,29.138382,41.075281,1
7901,2017-11-14,BEYOĞLU,Yerli,28.989684,41.031331,3
7902,2019-08-31,FATİH,Yerli,28.945011,41.009663,2
7903,2019-08-14,EYÜP SULTAN,Yabancı,28.933511,41.047359,6
7904,2019-11-27,BAKIRKÖY,Yerli,28.884828,40.999602,1
7905,2018-08-12,BAKIRKÖY,Yerli,28.884828,40.999602,1
7906,2019-12-14,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,6
7907,2019-07-22,KARTAL,Yerli,29.187151,40.888024,1
7908,2019-09-25,AVCILAR,Yerli,28.705535,40.995034,2
7909,2019-02-08,BAKIRKÖY,Yabancı,28.820556,40.978551,13
7910,2018-01-08,FATİH,Yerli,28.941171,41.017758,3
7911,2018-01-12,BAKIRKÖY,Yabancı,28.820556,40.978551,4
7912,2018-03-25,BAKIRKÖY,Yabancı,28.820556,40.978551,6
7913,2018-11-28,BAKIRKÖY,Yabancı,28.820556,40.978551,2
7914,2019-11-23,FATİH,Yabancı,28.943655,40.998944,1
7915,2019-07-05,MALTEPE,Yabancı,29.121198,40.924531,1
7916,2018-02-24,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
7917,2019-04-30,BAYRAMPAŞA,Yerli,28.89269,41.03853,1
7918,2018-04-07,BEYOĞLU,Yerli,28.989684,41.031331,1
7919,2019-07-22,KARTAL,Yerli,29.161455,40.905838,2
7920,2019-08-25,ŞİŞLİ,Yerli,28.981998,41.068341,1
7921,2019-02-25,AVCILAR,Yabancı,28.705535,40.995034,1
7922,2019-08-18,EYÜP SULTAN,Yerli,28.921595,41.080995,4
7923,2019-12-17,KADIKÖY,Yerli,29.10925,40.95838,1
7924,2019-05-19,SARIYER,Yerli,29.052015,41.106615,6
7925,2019-10-19,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,5
7926,2018-11-24,FATİH,Yerli,28.943655,40.998944,1
7927,2018-07-26,SANCAKTEPE,Yerli,29.245335,41.015681,2
7928,2020-10-20,SARIYER,Yerli,29.052015,41.106615,1
7929,2019-05-20,AVCILAR,Yerli,28.705535,40.995034,1
7930,2018-10-23,KARTAL,Yerli,29.189967,40.892454,6
7931,2018-12-31,ESENLER,Yerli,28.873136,41.053895,2
7932,2020-02-01,ŞİŞLİ,Yerli,29.011473,41.080041,1
7933,2015-12-27,KAĞITHANE,Yerli,28.573054,41.035648,1
7934,2019-04-09,SARIYER,Yerli,29.090822,41.243239,1
7935,2019-10-02,SARIYER,Yerli,29.055617,41.143438,1
7936,2019-05-04,BEYOĞLU,Yerli,28.94027,41.04725,1
7937,2018-12-01,İSTANBUL,Yabancı,28.58272,41.01418,1
7938,2019-10-02,KARTAL,Yerli,29.18905,40.90657,3
7939,2019-05-11,KARTAL,Yerli,29.161455,40.905838,3
7940,2018-11-24,BAKIRKÖY,Yerli,28.820556,40.978551,4
7941,2018-08-28,BAKIRKÖY,Yerli,28.85035,40.98367,2
7942,2018-11-25,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,43
7943,2019-05-03,BAKIRKÖY,Yerli,28.863824,40.986566,3
7944,2018-08-04,SARIYER,Yerli,29.090822,41.243239,2
7945,2019-06-03,BEYKOZ,Yerli,29.054429,41.082919,1
7946,2020-03-10,KARTAL,Yerli,29.189967,40.892454,5
7947,2019-02-04,BAKIRKÖY,Yerli,28.820556,40.978551,4
7948,2019-01-28,KÜÇÜKÇEKMECE,Yerli,28.794421,41.009518,2
7949,2019-02-25,KAĞITHANE,Yabancı,28.573054,41.035648,1
7950,2017-12-28,BEYOĞLU,Yabancı,28.989684,41.031331,1
7951,2019-03-01,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,1
7952,2019-12-24,MALTEPE,Yerli,29.121198,40.924531,1
7953,2016-05-03,KAĞITHANE,Yerli,28.573054,41.035648,1
7954,2019-02-12,KARTAL,Yerli,29.187151,40.888024,1
7955,2019-04-28,EYÜP SULTAN,Yerli,28.921595,41.080995,1
7956,2019-06-16,SARIYER,Yabancı,29.052015,41.106615,2
7957,2018-04-01,MALTEPE,Yerli,29.121198,40.924531,8
7958,2018-09-13,BAKIRKÖY,Yerli,28.820556,40.978551,3
7959,2018-05-08,BAKIRKÖY,Yerli,28.820556,40.978551,2
7960,2019-11-20,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,2
7961,2019-12-26,ESENLER,Yerli,28.873136,41.053895,2
7962,2019-10-01,SANCAKTEPE,Yerli,29.233057,40.978484,1
7963,2019-08-18,MALTEPE,Yerli,29.121198,40.924531,46
7964,2019-10-27,KAĞITHANE,Yerli,28.573054,41.035648,1
7965,2018-10-14,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
7966,2019-10-01,BEYKOZ,Yerli,29.138382,41.075281,1
7967,2020-02-22,SANCAKTEPE,Yerli,29.245335,41.015681,3
7968,2019-01-11,SARIYER,Yerli,29.090822,41.243239,1
7969,2018-07-23,FATİH,Yabancı,28.972482,41.007712,1
7970,2018-06-12,EYÜP SULTAN,Yerli,28.921595,41.080995,1
7971,2019-08-21,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
7972,2017-03-22,KADIKÖY,Yerli,29.023297,40.593952,1
7973,2018-10-10,EYÜP SULTAN,Yerli,28.933511,41.047359,3
7974,2017-11-17,BAKIRKÖY,Yabancı,28.820556,40.978551,5
7975,2019-04-25,BAKIRKÖY,Yerli,28.884828,40.999602,1
7976,2018-11-11,EYÜP SULTAN,Yerli,28.933511,41.047359,12
7977,2018-10-19,FATİH,Yabancı,28.972482,41.007712,1
7978,2019-05-31,ATAŞEHİR,Yerli,29.147233,40.977902,2
7979,2018-10-08,BEŞİKTAŞ,Yabancı,29.00736,41.041218,1
7980,2018-01-16,FATİH,Yerli,28.972482,41.007712,1
7981,2019-07-15,BEYOĞLU,Yerli,28.94027,41.04725,3
7982,2019-08-20,BAYRAMPAŞA,Yerli,28.89269,41.03853,1
7983,2019-06-25,ESENLER,Yerli,28.873136,41.053895,1
7984,2020-02-07,KARTAL,Yerli,29.189967,40.892454,7
7985,2018-04-09,EYÜP SULTAN,Yerli,28.933511,41.047359,10
7986,2018-11-03,EYÜP SULTAN,Yerli,28.948922,41.082908,1
7987,2019-05-23,GAZİOSMANPAŞA,Yerli,28.912558,41.06034,1
7988,2020-02-22,SANCAKTEPE,Yerli,29.231847,40.978859,1
7989,2019-09-16,FATİH,Yerli,28.941171,41.017758,1
7990,2019-10-12,ŞİŞLİ,Yerli,28.986104,41.066846,1
7991,2018-10-31,FATİH,Yerli,28.972482,41.007712,1
7992,2019-11-27,SARIYER,Yerli,28.890811,41.002993,1
7993,2018-11-05,ESENLER,Yerli,28.873136,41.053895,7
7994,2020-01-14,KARTAL,Yerli,29.161455,40.905838,2
7995,2017-11-16,EYÜP SULTAN,Yerli,28.933511,41.047359,5
7996,2018-05-16,KARTAL,Yerli,29.187151,40.888024,4
7997,2018-07-10,İSTANBUL,Yabancı,28.58272,41.01418,2
7998,2019-09-27,EYÜP SULTAN,Yerli,28.948922,41.082908,1
7999,2018-05-11,MALTEPE,Yerli,29.121198,40.924531,6
8000,2019-04-02,BEYOĞLU,Yerli,28.582684,41.012259,1
8001,2019-02-12,SARIYER,Yerli,29.090822,41.243239,3
8002,2018-04-29,SANCAKTEPE,Yerli,29.245335,41.015681,5
8003,2019-03-23,EYÜPSULTAN,Yerli,28.9283,41.03764,1
8004,2018-04-30,KARTAL,Yerli,29.189967,40.892454,1
8005,2019-04-25,SARIYER,Yerli,29.055617,41.143438,1
8006,2016-09-24,KAĞITHANE,Yerli,28.573054,41.035648,1
8007,2019-03-15,SANCAKTEPE,Yerli,29.245335,41.015681,4
8008,2019-07-22,KARTAL,Yerli,29.189967,40.892454,2
8009,2018-01-24,BAKIRKÖY,Yerli,28.820556,40.978551,3
8010,2019-01-09,ÜMRANİYE,Yerli,29.105734,41.017041,1
8011,2019-01-02,SANCAKTEPE,Yerli,29.245335,41.015681,3
8012,2018-08-01,BEYOĞLU,Yabancı,28.989684,41.031331,1
8013,2019-05-22,MALTEPE,Yerli,29.121198,40.924531,32
8014,2017-12-29,ÜMRANİYE,Yerli,29.105734,41.017041,1
8015,2019-03-22,ÜMRANİYE,Yerli,29.105734,41.017041,2
8016,2019-10-15,BEŞİKTAŞ,Yerli,29.00736,41.041218,1
8017,2019-09-26,ŞİŞLİ,Yerli,28.981998,41.068341,1
8018,2018-06-04,EYÜP SULTAN,Yerli,28.933511,41.047359,29
8019,2018-05-15,SANCAKTEPE,Yerli,29.233057,40.978484,1
8020,2019-09-16,KARTAL,Yerli,29.189967,40.892454,6
8021,2017-10-12,FATİH,Yerli,28.941171,41.017758,1
8022,2019-03-17,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,7
8023,2018-07-11,BAKIRKÖY,Yerli,28.884828,40.999602,2
8024,2018-05-27,MALTEPE,Yerli,29.121198,40.924531,22
8025,2018-05-16,KARTAL,Yerli,29.189967,40.892454,1
8026,2018-03-29,FATİH,Yerli,28.972482,41.007712,1
8027,2019-11-26,EYÜPSULTAN,Yerli,28.9283,41.03764,1
8028,2018-01-19,EYÜP SULTAN,Yerli,28.948922,41.082908,1
8029,2018-09-21,BAKIRKÖY,Yerli,28.884828,40.999602,6
8030,2019-06-23,MALTEPE,Yerli,29.121198,40.924531,110
8031,2019-05-24,ESENLER,Yerli,28.873136,41.053895,3
8032,2018-02-09,BAKIRKÖY,Yerli,28.820556,40.978551,1
8033,2020-01-21,SANCAKTEPE,Yerli,29.233057,40.978484,4
8034,2019-07-11,BAYRAMPAŞA,Yerli,28.89269,41.03853,1
8035,2017-10-29,BEYOĞLU,Yerli,28.989684,41.031331,1
8036,2019-04-25,BAKIRKÖY,Yerli,28.832133,40.98555,2
8037,2018-09-20,BAĞCILAR,Yerli,28.870054,41.033384,2
8038,2019-05-28,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,1
8039,2018-07-28,KARTAL,Yerli,29.187151,40.888024,4
8040,2018-04-06,SANCAKTEPE,Yerli,29.245335,41.015681,4
8041,2019-08-17,KAĞITHANE,Yerli,28.573054,41.035648,1
8042,2019-07-06,SANCAKTEPE,Yerli,29.233057,40.978484,2
8043,2018-08-24,İSTANBUL,Yerli,28.58272,41.01418,38
8044,2019-08-07,SANCAKTEPE,Yerli,29.245335,41.015681,1
8045,2019-08-02,ŞİŞLİ,Yerli,28.986104,41.066846,1
8046,2020-09-28,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,1
8047,2018-06-22,BAKIRKÖY,Yabancı,28.820556,40.978551,5
8048,2019-01-04,BAKIRKÖY,Yerli,28.884828,40.999602,4
8049,2019-08-13,BEYOĞLU,Yabancı,28.582684,41.012259,1
8050,2019-04-03,BEŞİKTAŞ,Yabancı,29.00736,41.041218,1
8051,2018-11-20,EYÜP SULTAN,Yerli,28.921595,41.080995,3
8052,2017-10-21,BAKIRKÖY,Yerli,28.820556,40.978551,3
8053,2018-12-01,ÜMRANİYE,Yerli,29.105734,41.017041,1
8054,2020-01-08,BEYOĞLU,Yerli,28.94027,41.04725,1
8055,2018-03-06,BAKIRKÖY,Yerli,28.884828,40.999602,3
8056,2019-03-26,AVCILAR,Yerli,28.705535,40.995034,1
8057,2019-05-28,BAKIRKÖY,Yerli,28.884828,40.999602,1
8058,2018-04-12,BEYOĞLU,Yabancı,28.989684,41.031331,1
8059,2018-08-29,BAKIRKÖY,Yerli,28.884828,40.999602,1
8060,2018-06-02,KARTAL,Yerli,29.189967,40.892454,3
8061,2017-12-16,BAKIRKÖY,Yerli,28.820556,40.978551,3
8062,2019-05-21,KAĞITHANE,Yerli,28.573054,41.035648,2
8063,2020-03-04,AVCILAR,Yerli,28.705535,40.995034,1
8064,2017-11-17,EYÜP SULTAN,Yerli,28.933511,41.047359,7
8065,2020-02-20,ATAŞEHİR,Yerli,29.147233,40.977902,1
8066,2019-05-11,SANCAKTEPE,Yerli,29.233057,40.978484,1
8067,2019-02-08,EYÜP SULTAN,Yerli,28.933511,41.047359,3
8068,2019-02-06,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,3
8069,2018-05-02,KÜÇÜKÇEKMECE,Yerli,28.794331,41.009652,1
8070,2020-01-15,BAKIRKÖY,Yerli,28.884828,40.999602,6
8071,2019-03-18,AVCILAR,Yerli,28.731161,40.980151,1
8072,2019-07-25,ŞİŞLİ,Yerli,28.989035,41.057795,3
8073,2018-01-30,ÇEKMEKÖY,Yerli,29.338858,41.077425,1
8074,2019-11-13,BEYOĞLU,Yerli,28.94027,41.04725,1
8075,2017-11-18,BAKIRKÖY,Yabancı,28.820556,40.978551,4
8076,2016-01-16,KADIKÖY,Yerli,29.023297,40.593952,1
8077,2018-03-03,ÇEKMEKÖY,Yerli,29.338858,41.077425,1
8078,2018-08-26,BEŞİKTAŞ,Yerli,29.00736,41.041218,2
8079,2018-07-05,BEYOĞLU,Yerli,28.989684,41.031331,3
8080,2019-04-02,BAKIRKÖY,Yerli,28.884828,40.999602,4
8081,2018-06-13,İSTANBUL,Yerli,28.58272,41.01418,17
8082,2019-07-06,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
8083,2018-10-23,İSTANBUL,Yabancı,28.58272,41.01418,1
8084,2019-10-02,SANCAKTEPE,Yerli,29.233057,40.978484,4
8085,2019-08-24,BAKIRKÖY,Yerli,28.884828,40.999602,1
8086,2018-05-22,BEYOĞLU,Yabancı,28.989684,41.031331,1
8087,2018-06-02,BAKIRKÖY,Yerli,28.884828,40.999602,3
8088,2019-03-18,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,4
8089,2018-07-11,SANCAKTEPE,Yerli,29.233057,40.978484,8
8090,2018-06-01,BAĞCILAR,Yerli,28.870054,41.033384,10
8091,2018-07-15,İSTANBUL,Yerli,28.58272,41.01418,24
8092,2019-07-01,ŞİŞLİ,Yerli,29.011473,41.080041,2
8093,2018-11-09,FATİH,Yerli,28.941171,41.017758,3
8094,2018-03-09,EYÜP SULTAN,Yerli,28.921595,41.080995,1
8095,2019-05-27,SANCAKTEPE,Yerli,29.237764,40.995229,1
8096,2018-05-17,KARTAL,Yerli,29.187151,40.888024,5
8097,2018-08-28,MALTEPE,Yabancı,29.121198,40.924531,1
8098,2018-02-15,ÇEKMEKÖY,Yerli,29.338858,41.077425,1
8099,2019-12-19,BAYRAMPAŞA,Yerli,28.89269,41.03853,1
8100,2018-10-15,EYÜP SULTAN,Yabancı,28.933511,41.047359,10
8101,2018-11-08,SANCAKTEPE,Yerli,29.245335,41.015681,1
8102,2018-08-02,BEYOĞLU,Yabancı,28.989684,41.031331,1
8103,2018-01-12,EYÜP SULTAN,Yerli,28.933511,41.047359,3
8104,2017-11-25,EYÜP SULTAN,Yerli,28.948922,41.082908,1
8105,2018-03-25,EYÜP SULTAN,Yerli,28.926066,41.083861,1
8106,2019-08-31,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
8107,2019-01-19,SANCAKTEPE,Yerli,29.245335,41.015681,2
8108,2018-08-24,MALTEPE,Yerli,29.121198,40.924531,50
8109,2019-04-03,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,4
8110,2019-02-18,ESENLER,Yerli,28.873136,41.053895,4
8111,2017-11-30,BAKIRKÖY,Yerli,28.820556,40.978551,2
8112,2018-11-02,AVCILAR,Yerli,28.705535,40.995034,1
8113,2019-08-10,ŞİŞLİ,Yerli,28.989035,41.057795,1
8114,2018-04-29,ÜMRANİYE,Yerli,29.105734,41.017041,1
8115,2019-07-23,FATİH,Yerli,28.972482,41.007712,2
8116,2015-11-21,KADIKÖY,Yerli,29.023297,40.593952,1
8117,2018-01-09,KARTAL,Yerli,29.187151,40.888024,4
8118,2018-04-16,KAĞITHANE,Yerli,28.922037,41.004253,4
8119,2018-07-10,ÜMRANİYE,Yerli,29.105734,41.017041,3
8120,2019-07-30,SANCAKTEPE,Yerli,29.120662,41.011656,1
8121,2019-04-28,ŞİŞLİ,Yerli,28.989035,41.057795,1
8122,2018-02-10,BAKIRKÖY,Yerli,28.820556,40.978551,2
8123,2018-12-08,ESENLER,Yerli,28.873136,41.053895,6
8124,2018-02-16,ÜMRANİYE,Yerli,29.105734,41.017041,2
8125,2019-11-20,KARTAL,Yerli,29.161455,40.905838,1
8126,2018-06-02,KARTAL,Yerli,29.187151,40.888024,4
8127,2019-07-15,BAKIRKÖY,Yerli,28.820556,40.978551,1
8128,2018-05-17,BAKIRKÖY,Yerli,28.884828,40.999602,1
8129,2018-10-23,SANCAKTEPE,Yerli,29.233057,40.978484,5
8130,2019-10-02,ZEYTİNBURNU,Yerli,28.920379,40.990971,2
8131,2019-03-23,ŞİŞLİ,Yabancı,29.011473,41.080041,2
8132,2018-04-24,BEYOĞLU,Yerli,28.989684,41.031331,3
8133,2019-04-10,FATİH,Yerli,28.972482,41.007712,1
8134,2020-01-14,SANCAKTEPE,Yerli,29.233057,40.978484,5
8135,2019-03-30,ESENLER,Yerli,28.888605,41.037593,2
8136,2018-04-07,FATİH,Yerli,28.941171,41.017758,1
8137,2017-09-14,EYÜP SULTAN,Yerli,28.921595,41.080995,1
8138,2017-09-28,BEYOĞLU,Yerli,28.98566,41.03705,1
8139,2018-09-22,KARTAL,Yerli,29.18905,40.90657,7
8140,2019-02-21,BAKIRKÖY,Yerli,28.863824,40.986566,3
8141,2020-03-04,AVCILAR,Yerli,28.725479,40.985393,1
8142,2020-01-31,BAKIRKÖY,Yerli,28.884828,40.999602,1
8143,2020-03-10,SANCAKTEPE,Yerli,29.233057,40.978484,1
8144,2019-09-01,SARIYER,Yerli,29.052015,41.106615,3
8145,2019-09-11,ŞİŞLİ,Yerli,29.011473,41.080041,1
8146,2019-07-22,SANCAKTEPE,Yerli,29.233057,40.978484,1
8147,2019-05-12,FATİH,Yerli,28.945011,41.009663,1
8148,2019-03-02,AVCILAR,Yerli,28.731161,40.980151,2
8149,2019-07-01,ŞİŞLİ,Yerli,28.981998,41.068341,1
8150,2019-10-28,BEYOĞLU,Yerli,28.94027,41.04725,1
8151,2019-04-10,SARIYER,Yerli,29.090822,41.243239,1
8152,2018-11-22,ESENLER,Yerli,28.873136,41.053895,2
8153,2018-10-04,BAKIRKÖY,Yabancı,28.820556,40.978551,11
8154,2019-06-22,BEYOĞLU,Yerli,28.94027,41.04725,1
8155,2018-11-02,KAĞITHANE,Yerli,28.922037,41.004253,2
8156,2020-01-08,KAĞITHANE,Yerli,28.922037,41.004253,7
8157,2020-08-01,BAĞCILAR,Yerli,28.870054,41.033384,1
8158,2019-06-13,KARTAL,Yerli,29.189967,40.892454,3
8159,2018-03-27,BEYOĞLU,Yabancı,28.989684,41.031331,3
8160,2019-11-08,KADIKÖY,Yerli,29.10925,40.95838,1
8161,2019-02-13,FATİH,Yerli,28.972482,41.007712,1
8162,2019-02-16,MALTEPE,Yerli,29.121198,40.924531,1
8163,2019-03-16,MALTEPE,Yabancı,29.121198,40.924531,1
8164,2019-01-19,SANCAKTEPE,Yerli,29.231847,40.978859,2
8165,2018-11-04,EYÜP SULTAN,Yerli,28.948922,41.082908,1
8166,2018-06-18,BAKIRKÖY,Yerli,28.884828,40.999602,6
8167,2020-02-02,ŞİŞLİ,Yerli,28.981998,41.068341,2
8168,2018-11-09,KARTAL,Yerli,29.189967,40.892454,8
8169,2019-07-02,EYÜP SULTAN,Yerli,28.933511,41.047359,6
8170,2020-01-02,EYÜP SULTAN,Yerli,28.926066,41.083861,1
8171,2020-03-04,KAĞITHANE,Yerli,28.573054,41.035648,1
8172,2019-03-02,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,1
8173,2018-12-03,SARIYER,Yerli,29.090822,41.243239,1
8174,2018-09-28,SULTANGAZİ,Yerli,28.88001,41.10769,1
8175,2019-01-17,ESENLER,Yerli,28.873136,41.053895,1
8176,2019-12-23,AVCILAR,Yerli,28.705535,40.995034,2
8177,2018-12-28,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,1
8178,2018-12-11,BAKIRKÖY,Yerli,28.820556,40.978551,2
8179,2018-12-19,BAKIRKÖY,Yerli,28.884828,40.999602,1
8180,2018-10-31,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
8181,2019-06-30,AVCILAR,Yerli,28.721885,40.981178,1
8182,2019-03-24,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
8183,2019-07-18,EYÜP SULTAN,Yerli,28.933511,41.047359,15
8184,2018-09-17,EYÜP SULTAN,Yerli,28.933511,41.047359,7
8185,2019-06-22,AVCILAR,Yerli,28.705535,40.995034,1
8186,2018-10-24,KARTAL,Yerli,29.189967,40.892454,3
8187,2019-02-12,SANCAKTEPE,Yerli,29.233057,40.978484,1
8188,2018-04-26,EYÜP SULTAN,Yerli,28.933511,41.047359,11
8189,2019-07-03,ATAŞEHİR,Yerli,29.147233,40.977902,1
8190,2018-07-20,BAKIRKÖY,Yerli,28.85035,40.98367,1
8191,2019-09-20,EYÜP SULTAN,Yerli,28.926066,41.083861,1
8192,2018-08-30,BEYOĞLU,Yerli,28.989684,41.031331,2
8193,2018-06-01,SANCAKTEPE,Yerli,29.233057,40.978484,3
8194,2018-06-19,BEYOĞLU,Yerli,28.989684,41.031331,2
8195,2018-07-02,SULTANGAZİ,Yerli,28.88001,41.10769,2
8196,2018-07-28,KARTAL,Yerli,29.189967,40.892454,7
8197,2019-08-14,ŞİŞLİ,Yabancı,29.011473,41.080041,1
8198,2019-03-08,SANCAKTEPE,Yerli,29.120662,41.011656,2
8199,2019-08-14,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
8200,2017-12-04,BAKIRKÖY,Yabancı,28.820556,40.978551,6
8201,2018-04-18,EYÜP SULTAN,Yerli,28.948922,41.082908,2
8202,2019-10-19,KARTAL,Yerli,29.18905,40.90657,1
8203,2018-08-12,SANCAKTEPE,Yerli,29.245335,41.015681,2
8204,2019-06-22,KAĞITHANE,Yerli,28.922037,41.004253,1
8205,2018-06-29,EYÜP SULTAN,Yerli,28.948922,41.082908,1
8206,2020-02-13,ESENLER,Yerli,28.873136,41.053895,2
8207,2018-07-28,FATİH,Yerli,28.941171,41.017758,1
8208,2019-10-06,EYÜP SULTAN,Yerli,28.926066,41.083861,2
8209,2019-05-21,KAĞITHANE,Yerli,28.922037,41.004253,2
8210,2019-06-25,GAZİOSMANPAŞA,Yerli,28.912558,41.06034,1
8211,2019-11-05,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,2
8212,2019-10-07,EYÜP SULTAN,Yerli,28.921595,41.080995,1
8213,2016-07-11,KADIKÖY,Yerli,29.023297,40.593952,1
8214,2019-03-07,AVCILAR,Yabancı,28.731161,40.980151,1
8215,2020-03-18,BAŞAKŞEHİR,Yerli,29.011473,41.080041,2
8216,2019-10-22,ŞİŞLİ,Yerli,28.989035,41.057795,4
8217,2020-03-05,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,27
8218,2019-07-16,BAKIRKÖY,Yerli,28.884828,40.999602,6
8219,2018-07-12,EYÜP SULTAN,Yabancı,28.933511,41.047359,3
8220,2017-10-22,BAKIRKÖY,Yerli,28.820556,40.978551,2
8221,2019-11-05,SARIYER,Yerli,29.055617,41.143438,1
8222,2019-07-08,SARIYER,Yerli,29.052015,41.106615,1
8223,2018-12-15,EYÜP SULTAN,Yerli,28.933511,41.047359,12
8224,2019-09-28,ŞİŞLİ,Yerli,29.011473,41.080041,2
8225,2017-01-27,KADIKÖY,Yerli,29.023297,40.593952,1
8226,2019-01-13,BAKIRKÖY,Yerli,28.820556,40.978551,2
8227,2019-08-26,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,5
8228,2019-07-29,BEŞİKTAŞ,Yerli,29.00736,41.041218,1
8229,2018-09-07,BAKIRKÖY,Yerli,28.820556,40.978551,6
8230,2019-03-18,KARTAL,Yerli,29.189967,40.892454,7
8231,2019-08-24,SANCAKTEPE,Yerli,29.233057,40.978484,8
8232,2020-02-18,BEYOĞLU,Yerli,28.582684,41.012259,2
8233,2019-09-10,KARTAL,Yerli,29.189967,40.892454,5
8234,2018-09-04,BEYOĞLU,Yabancı,28.989684,41.031331,5
8235,2019-11-30,KAĞITHANE,Yerli,28.573054,41.035648,1
8236,2019-03-05,EYÜP SULTAN,Yerli,28.948922,41.082908,2
8237,2017-10-30,FATİH,Yerli,28.941171,41.017758,2
8238,2018-10-25,BAKIRKÖY,Yerli,28.884828,40.999602,3
8239,2018-05-18,KARTAL,Yerli,29.187151,40.888024,2
8240,2017-12-23,ÜMRANİYE,Yerli,29.105734,41.017041,12
8241,2019-09-13,EYÜP SULTAN,Yerli,28.933511,41.047359,9
8242,2019-11-20,SANCAKTEPE,Yerli,29.233057,40.978484,3
8243,2020-01-16,KARTAL,Yerli,29.161455,40.905838,1
8244,2018-07-28,EYÜP SULTAN,Yabancı,28.933511,41.047359,3
8245,2018-12-25,ESENLER,Yerli,28.873136,41.053895,2
8246,2018-11-06,BAKIRKÖY,Yabancı,28.820556,40.978551,7
8247,2018-07-06,BEYOĞLU,Yerli,28.989684,41.031331,2
8248,2019-11-14,BEYOĞLU,Yerli,28.94027,41.04725,1
8249,2019-07-01,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,4
8250,2019-02-09,EYÜP SULTAN,Yerli,28.933511,41.047359,4
8251,2018-11-25,SANCAKTEPE,Yerli,29.245335,41.015681,3
8252,2019-04-03,BAKIRKÖY,Yerli,28.884828,40.999602,1
8253,2018-05-21,EYÜP SULTAN,Yerli,28.921595,41.080995,2
8254,2019-07-25,KAĞITHANE,Yerli,28.922037,41.004253,1
8255,2018-01-05,EYÜP SULTAN,Yerli,28.933511,41.047359,8
8256,2019-04-12,KAĞITHANE,Yerli,28.573054,41.035648,2
8257,2019-05-18,BEŞİKTAŞ,Yerli,29.00736,41.041218,3
8258,2018-07-13,SARIYER,Yerli,29.090822,41.243239,2
8259,2019-08-03,ŞİŞLİ,Yerli,28.981998,41.068341,1
8260,2019-02-22,BAKIRKÖY,Yerli,28.884828,40.999602,2
8261,2018-04-27,EYÜP SULTAN,Yerli,28.933511,41.047359,9
8262,2019-05-11,ÜMRANİYE,Yerli,29.105734,41.017041,2
8263,2020-01-06,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
8264,2018-01-27,BEYOĞLU,Yerli,28.989684,41.031331,1
8265,2017-10-20,SULTANGAZİ,Yerli,28.88001,41.10769,1
8266,2019-01-05,SARIYER,Yerli,29.090822,41.243239,1
8267,2019-07-19,EYÜP SULTAN,Yerli,28.933511,41.047359,15
8268,2019-10-26,BAŞAKŞEHİR,Yerli,29.011473,41.080041,2
8269,2019-01-02,BEŞİKTAŞ,Yerli,29.011161,41.085842,1
8270,2018-08-06,BAKIRKÖY,Yerli,28.820556,40.978551,7
8271,2020-01-16,BAKIRKÖY,Yerli,28.884828,40.999602,1
8272,2017-10-14,KARTAL,Yerli,29.187151,40.888024,5
8273,2019-04-26,EYÜP SULTAN,Yabancı,28.933511,41.047359,3
8274,2019-09-29,EYÜP SULTAN,Yerli,28.933511,41.047359,10
8275,2019-06-03,ESENLER,Yerli,28.873136,41.053895,1
8276,2018-12-23,MALTEPE,Yerli,29.121198,40.924531,7
8277,2019-06-23,KAĞITHANE,Yerli,28.922037,41.004253,1
8278,2019-12-07,BAKIRKÖY,Yerli,28.884828,40.999602,1
8279,2019-06-03,BEŞİKTAŞ,Yerli,29.00736,41.041218,1
8280,2016-01-30,KAĞITHANE,Yerli,28.573054,41.035648,2
